"","Abstract","class","Cluster","Flags","StartTime","EndTime"
"207","The Challenge of Creating Data Collection Methods that are Neither Too Far Ahead nor Behind our Survey Respondents",1,1,"Invited",2018-03-19 16:36:00,2018-03-19 16:58:00
"208","Incorporating Auxiliary Information by Joint Modelling of Pseudo Data and Length Biased Data",3,8,"Contributed",2018-03-19 16:36:00,2018-03-19 16:58:00
"209","Conditional Dependence Models under Covariate Measurement Error",4,22,"Contributed",2018-03-19 16:36:00,2018-03-19 16:58:00
"210","Classical and Modern Multivariate Statistical Analysis",1,-1,"Keynote",2018-03-20 08:40:00,2018-03-20 09:01:00
"211","Good Deal Indices in Asset Pricing: Actuarial and Financial Implications",1,1,"Invited",2018-03-20 09:01:00,2018-03-20 09:22:00
"212","A Probabilistic-Based Approach for Clustering Sparse Single-Cell DNA Methylation Data",2,3,"Student",2018-03-20 09:01:00,2018-03-20 09:22:00
"213","Common-Factor Multivariate Stochastic Volatility Modeling with Observable Proxy",3,8,"Contributed",2018-03-20 09:01:00,2018-03-20 09:22:00
"214","Matrix Linear Discriminant Analysis",4,5,"Invited",2018-03-20 09:01:00,2018-03-20 09:22:00
"215","Generalized Simulated Method-of-Moments for Copula Parameters of Arbitrary Dimension",5,27,"Invited",2018-03-20 09:01:00,2018-03-20 09:22:00
"216","Change-Point Detection in Time Series using Ordinal Patterns",6,15,"Student",2018-03-20 09:01:00,2018-03-20 09:22:00
"217","Joint Analysis of a Longitudinal Binary Outcome and Recurrent Events with Application to Cystic Fibrosis Outcomes",7,34,"Invited",2018-03-20 09:01:00,2018-03-20 09:22:00
"218","Copula Dependence Modeling for Multi-type Recurrent Events using Composite Likelihood",1,1,"Contributed",2018-03-20 09:22:00,2018-03-20 09:43:00
"219","Approximations to Facilitate Data Assimilation for High Dimensional Dynamical Systems",2,3,"Student",2018-03-20 09:22:00,2018-03-20 09:43:00
"220","A Dirichlet Regression Model for Compositional Data with Zeros",4,5,"Invited",2018-03-20 09:22:00,2018-03-20 09:43:00
"221","Joint Modeling of Longitudinal Proportional Measurements and Survival Times with a Cure Fraction",5,27,"Invited",2018-03-20 09:22:00,2018-03-20 09:43:00
"222","Breaking the Myth of Breaking Randomization: A Causal Examination of Arm-Based Meta-Analysis",6,15,"Invited",2018-03-20 09:22:00,2018-03-20 09:43:00
"223","Trajectory Modeling of Gestational Weight: a Functional Principal Component Analysis Approach",7,34,"Contributed",2018-03-20 09:22:00,2018-03-20 09:43:00
"224","Optimal Investment Strategies and Inter-Generational Risk-Sharing for Target Benefit Pension Plans",1,1,"Contributed",2018-03-20 09:43:00,2018-03-20 10:04:00
"225","Small Area Model Selection",2,3,"Invited",2018-03-20 09:43:00,2018-03-20 10:04:00
"226","Archimedean Copulas through Multivariate Gamma Distributions",4,5,"Invited",2018-03-20 09:43:00,2018-03-20 10:04:00
"227","Left-Truncated and Right-Censored Survival Data Analysis with Covariate Measurement Error",5,27,"Contributed",2018-03-20 09:43:00,2018-03-20 10:04:00
"228","Parametric Functional Principal Component Analysis",6,15,"Invited",2018-03-20 09:43:00,2018-03-20 10:04:00
"229","Foldover Designs with Column Permutations",7,34,"Contributed",2018-03-20 09:43:00,2018-03-20 10:04:00
"230","Investigating the Impact of Design Characteristics on Statistical Efficiency within Discrete Choice Experiments: A Systematic Survey",1,1,"Contributed",2018-03-20 10:04:00,2018-03-20 10:25:00
"231","Scalar on Image Regression with Application to Multiple Sclerosis MRI Lesion Data.",2,3,"Invited",2018-03-20 10:04:00,2018-03-20 10:25:00
"232","Empirical Likelihood and Semiparametric Inference with Survey Data",4,5,"Contributed",2018-03-20 10:04:00,2018-03-20 10:25:00
"233","Optimal Designs for Estimating Parameters of the Bradley-Terry Model for Paired Comparisons",5,27,"Contributed",2018-03-20 10:04:00,2018-03-20 10:25:00
"234","What is Synthetic about Synthetic Datasets?",6,15,"Invited",2018-03-20 10:04:00,2018-03-20 10:25:00
"235","Seasonality in Influenza Mortality: Moving Beyond the Annual Cycle",1,1,"Contributed",2018-03-20 10:25:00,2018-03-20 10:46:00
"236","The Analysis of Longitudinal Multivariate (Discrete or Continuous) Traits under Irregular Time Measurements",2,3,"Invited",2018-03-20 10:25:00,2018-03-20 10:46:00
"237","Importance Sampling Techniques for Single Index Models",4,5,"Contributed",2018-03-20 10:25:00,2018-03-20 10:46:00
"238","A Flexible Parametric Proportional Hazards Model for Time-to-Event Data",5,27,"Contributed",2018-03-20 10:25:00,2018-03-20 10:46:00
"239","Estimation Strategies for Weighted Least Absolute Deviations Regression Models",6,15,"Contributed",2018-03-20 10:25:00,2018-03-20 10:46:00
"240","Revisiting Variance Decomposition when Independent Samples Intersect",1,1,"Contributed",2018-03-20 10:46:00,2018-03-20 11:07:00
"241","Challenges and Strategies for Inference on a Stochastic Multi-Pathogen Model of Disease Dynamics in San Luis Potosi, Mexico ",2,3,"Invited",2018-03-20 10:46:00,2018-03-20 11:07:00
"242","Nonparametric Estimation in a Compound Mixture Model with Application to a Malaria Study",4,5,"Contributed",2018-03-20 10:46:00,2018-03-20 11:07:00
"243","Estimation in Model Selection after Imputation",5,27,"Contributed",2018-03-20 10:46:00,2018-03-20 11:07:00
"244","Non-identifiable Interaction Models with Misclassification",1,1,"Contributed",2018-03-20 11:07:00,2018-03-20 11:28:00
"245","Job Vacancy and Wage Survey: Balancing Sampling and Operational Requirements using the Cube Method",2,3,"Contributed",2018-03-20 11:07:00,2018-03-20 11:28:00
"246","Block-Wise Descent Algorithms for Group Variable-selection in Quantile Regression",4,5,"Contributed",2018-03-20 11:07:00,2018-03-20 11:28:00
"247","Individual Level Modelling of Infectious Disease Data: EpiILM",1,1,"Contributed",2018-03-20 11:28:00,2018-03-20 11:49:00
"248","Simple Measures of Individual Cluster-Membership Certainty for Hard Partitional Clustering",2,3,"Contributed",2018-03-20 11:28:00,2018-03-20 11:49:00
"249","Empirical Likelihood Multiscale Inference of the Scaling Property of Time Series Models",1,1,"Contributed",2018-03-20 13:30:00,2018-03-20 13:50:00
"250","Bayesian Sensitivity Analysis for Non-ignorable Missing Data in Longitudinal Studies",2,3,"Contributed",2018-03-20 13:30:00,2018-03-20 13:50:00
"251","An Interval Censored MPR Survival Model",3,24,"Student",2018-03-20 13:30:00,2018-03-20 13:50:00
"252","Optimal Investment Strategies for Participating Contracts",4,14,"Invited",2018-03-20 13:30:00,2018-03-20 13:50:00
"253","Ergodicity and Approximation of the Conditional Causation Probability of Engineering Systems",5,35,"Invited",2018-03-20 13:30:00,2018-03-20 13:50:00
"254","Risk Classification and Prediction with Administrative Health Data",6,17,"Invited",2018-03-20 13:30:00,2018-03-20 13:50:00
"255","Probabilistic Symmetries and Random Locations",7,21,"Invited",2018-03-20 13:30:00,2018-03-20 13:50:00
"256","Modeling T-cell Trajectory Data using Hidden Markov Models",1,1,"Contributed",2018-03-20 13:50:00,2018-03-20 14:10:00
"257","Robust Discrimination Designs over Hellinger Neighbourhoods",2,3,"Contributed",2018-03-20 13:50:00,2018-03-20 14:10:00
"258","A Novel Hidden Markov Model Approach for Differentially Methylated Region Identification in DNA Methylation Data",3,24,"Student",2018-03-20 13:50:00,2018-03-20 14:10:00
"259","Some Experiences From an Industry Collaboration",4,14,"Invited",2018-03-20 13:50:00,2018-03-20 14:10:00
"260","Expanding the Predictive Ability of an Interpretable Tree",5,35,"Invited",2018-03-20 13:50:00,2018-03-20 14:10:00
"261","Reflections on Interactions with Industry",6,17,"Invited",2018-03-20 13:50:00,2018-03-20 14:10:00
"262","Segmenting the Canadian Population to Remedy Non-Response in Statistics Canada Household Surveys",7,21,"Contributed",2018-03-20 13:50:00,2018-03-20 14:10:00
"263","Localized Quantile Regression of Realized Volatility",1,1,"Contributed",2018-03-20 14:10:00,2018-03-20 14:30:00
"264","Practical Considerations when Analyzing Small Samples of Discrete Survival Times Using the Grouped Relative Risk Model",2,3,"Contributed",2018-03-20 14:10:00,2018-03-20 14:30:00
"265","Innovations in Sampling for Insecure and Data-Poor Environments",3,24,"Invited",2018-03-20 14:10:00,2018-03-20 14:30:00
"266","Portfolio of Exchangeable Risks: Aggregation with Partial Information on Dependence",4,14,"Contributed",2018-03-20 14:10:00,2018-03-20 14:30:00
"267","Registry-Based Randomized Controlled Trials: The Case for Explanatory-Pragmatic Continuum",5,35,"Invited",2018-03-20 14:10:00,2018-03-20 14:30:00
"268","Statistics, Science and Technology",6,17,"Invited",2018-03-20 14:10:00,2018-03-20 14:30:00
"269","Deflation Risk and Implications for Life Insurers",1,1,"Contributed",2018-03-20 14:30:00,2018-03-20 14:50:00
"270","Minimum Profile Hellinger Distance Estimation for Two-Class Location Models",2,3,"Contributed",2018-03-20 14:30:00,2018-03-20 14:50:00
"271","Vine Copula Regression",3,24,"Invited",2018-03-20 14:30:00,2018-03-20 14:50:00
"272","Incorporating Contact Network Uncertainty in Individual-Level Models of Infectious Disease using Approximate Bayesian Computation",4,14,"Contributed",2018-03-20 14:30:00,2018-03-20 14:50:00
"273","Bayesian Optimality for Beran's Class of Tests of Uniformity around the Circle",5,35,"Contributed",2018-03-20 14:30:00,2018-03-20 14:50:00
"274","On the Mixtures of Length-biased Weibull Distributions",6,17,"Contributed",2018-03-20 14:30:00,2018-03-20 14:50:00
"275","Gene Set Enrichment Analysis in Longitudinal Studies",2,3,"Contributed",2018-03-20 14:50:00,2018-03-20 15:10:00
"276","Causal Inference from Big Data: Theoretical Foundations and the Data-Fusion Problem",3,24,"Invited",2018-03-20 14:50:00,2018-03-20 15:10:00
"277","A Bayesian Approach to Diagnosis of the Gaussian Random Field Assumption",4,14,"Contributed",2018-03-20 14:50:00,2018-03-20 15:10:00
"278","Two Innovative Applications of Classification and Regression Trees",5,35,"Contributed",2018-03-20 14:50:00,2018-03-20 15:10:00
"279","Identifying Expression Quantitative Trait Loci in Genome-Wide Association Studies using Matrix eQTL",6,17,"Contributed",2018-03-20 14:50:00,2018-03-20 15:10:00
"280","How the Design of the New Zealand Health Survey Contributes to Informed Decision Making in Public Health Policy",3,24,"Invited",2018-03-20 15:10:00,2018-03-20 15:30:00
"281","Realizing the Extremes: Estimation of Tail-Risk Measures from a High-Frequency Perspective",4,14,"Contributed",2018-03-20 15:10:00,2018-03-20 15:30:00
"282","The Status of Statistics Curricula in Canada",5,35,"Contributed",2018-03-20 15:10:00,2018-03-20 15:30:00
"283","Vine Copulas for Imputation of Monotone Non-response",3,24,"Invited",2018-03-20 15:30:00,2018-03-20 15:50:00
"284","Constrained Mean-Variance Portfolio in a Market with Stochastic Volatility",4,14,"Contributed",2018-03-20 15:30:00,2018-03-20 15:50:00
"285","Confidence Estimating Functions for Data Integration",3,24,"Invited",2018-03-20 15:50:00,2018-03-20 16:10:00
"286","A Multivariate Rare-Variant Association Test for Non-Normally Distributed Phenotypes",3,24,"Contributed",2018-03-20 16:10:00,2018-03-20 16:30:00
