"","Abstract","class","Cluster","Flags","StartTime","EndTime"
"206","Modeling Recurrent Gap times Through Conditional GEE",7,35,"Contributed",2018-03-19 16:14:00,2018-03-19 16:36:00
"207","Estimation and Classification for Finite Mixture Models with Order Statistics",2,7,"Contributed",2018-03-19 16:36:00,2018-03-19 16:58:00
"208","Minimum Profile Hellinger Distance Estimation for Two-Class Location Models",3,2,"Contributed",2018-03-19 16:36:00,2018-03-19 16:58:00
"209","Statistical Modelling of Carbon Dioxide Flux Data",6,12,"Contributed",2018-03-19 16:36:00,2018-03-19 16:58:00
"210","Classical and Modern Multivariate Statistical Analysis",1,-1,"Keynote",2018-03-20 08:40:00,2018-03-20 09:01:00
"211","Analysis of Cluster-Randomized Trials with a Longitudinal Outcome Subject to Irregular Observation",1,3,"Student",2018-03-20 09:01:00,2018-03-20 09:22:00
"212","Computational Neuroscience: A Romance of Many Disciplines",2,7,"Contributed",2018-03-20 09:01:00,2018-03-20 09:22:00
"213","Aspects of Genetic Meta-Analysis under Data Uncertainty",3,5,"Invited",2018-03-20 09:01:00,2018-03-20 09:22:00
"214","Model-Robust Designs for Generalized Linear Mixed Models with Possible Misspecification",4,24,"Invited",2018-03-20 09:01:00,2018-03-20 09:22:00
"215","Estimation and Inference in Directional Mixed Models for Compositional Data",5,29,"Student",2018-03-20 09:01:00,2018-03-20 09:22:00
"216","Job Vacancy and Wage Survey: Balancing Sampling and Operational Requirements using the Cube Method",6,20,"Contributed",2018-03-20 09:01:00,2018-03-20 09:22:00
"217","Risk Measures Related to both the Information of an Individual Risk and Industry Risk",7,37,"Invited",2018-03-20 09:01:00,2018-03-20 09:22:00
"218","Observational Analyses of Cluster-Randomized Trials",1,3,"Invited",2018-03-20 09:22:00,2018-03-20 09:43:00
"219","Gene Set Enrichment Analysis in Longitudinal Studies",2,7,"Contributed",2018-03-20 09:22:00,2018-03-20 09:43:00
"220","Robust Hierarchical Bayes Small Area Estimation for Nested Error Regression Model",3,5,"Invited",2018-03-20 09:22:00,2018-03-20 09:43:00
"221","Simplified Variance Estimation in Surveys",4,24,"Invited",2018-03-20 09:22:00,2018-03-20 09:43:00
"222","Inference from Survival Data using Imprecise Probabilities",5,29,"Invited",2018-03-20 09:22:00,2018-03-20 09:43:00
"223","Response Best Subset Selection Model and Efficient Estimation in Multivariate Linear Regression",6,20,"Contributed",2018-03-20 09:22:00,2018-03-20 09:43:00
"224","The Power of Simple Statistical Techniques in the Era of Big and Complex Data: Some Recent Examples from Genetic Association Studies",7,37,"Invited",2018-03-20 09:22:00,2018-03-20 09:43:00
"225","G-estimation and Model Selection for Dynamic Treatment Regimes",1,3,"Invited",2018-03-20 09:43:00,2018-03-20 10:04:00
"226","An Ancestral Tree-Based Approach to Detect Rare and Common Variants",3,5,"Invited",2018-03-20 09:43:00,2018-03-20 10:04:00
"227","A Doubly Robust Estimator for Indirectly Standardized Mortality Ratios",4,24,"Contributed",2018-03-20 09:43:00,2018-03-20 10:04:00
"228","Small Area Model Selection",5,29,"Invited",2018-03-20 09:43:00,2018-03-20 10:04:00
"229","Analysis of Recurrent Events with Dynamic Models for Dependent Gap Times: A Copula Approach",6,20,"Contributed",2018-03-20 09:43:00,2018-03-20 10:04:00
"230","Improving Risk Assessment using Market Expectations and Information from Model Risks",7,37,"Invited",2018-03-20 09:43:00,2018-03-20 10:04:00
"231","Some Asymptotic Results on Tree-based Survival Models",1,3,"Invited",2018-03-20 10:04:00,2018-03-20 10:25:00
"232","A Multivariate Rare-Variant Association Test for Non-Normally Distributed Phenotypes",3,5,"Contributed",2018-03-20 10:04:00,2018-03-20 10:25:00
"233","Clustering of Functional Data using Mixture Model-Based Clustering",4,24,"Contributed",2018-03-20 10:04:00,2018-03-20 10:25:00
"234","Causal Inference from Big Data: Theoretical Foundations and the Data-Fusion Problem",5,29,"Invited",2018-03-20 10:04:00,2018-03-20 10:25:00
"235","Multivariate Response-Dependent Two-Phase Sampling Designs",6,20,"Contributed",2018-03-20 10:04:00,2018-03-20 10:25:00
"236","Statistical Methods for Synthesizing Evidence from Explanatory and Pragmatic trials",1,3,"Invited",2018-03-20 10:25:00,2018-03-20 10:46:00
"237","Block-Wise Descent Algorithms for Group Variable-selection in Quantile Regression",3,5,"Contributed",2018-03-20 10:25:00,2018-03-20 10:46:00
"238","Pareto-optimal Reinsurance with Two Constraints under Distortion Risk Measure",4,24,"Contributed",2018-03-20 10:25:00,2018-03-20 10:46:00
"239","Individual Level Modelling of Infectious Disease Data: EpiILM",5,29,"Contributed",2018-03-20 10:25:00,2018-03-20 10:46:00
"240","Issues with Inference in Adaptive Optimal Design",1,3,"Invited",2018-03-20 10:46:00,2018-03-20 11:07:00
"241","Robust Mixture Discriminant Analysis",3,5,"Contributed",2018-03-20 10:46:00,2018-03-20 11:07:00
"242","Joint Modelling of Count, Continuous and Semi-Continuous Longitudinal Data",4,24,"Contributed",2018-03-20 10:46:00,2018-03-20 11:07:00
"243","Registry-Based Randomized Controlled Trials: The Case for Explanatory-Pragmatic Continuum",1,3,"Invited",2018-03-20 11:07:00,2018-03-20 11:28:00
"244","Quantile and Expectile Regression for Random Effects Models",3,5,"Contributed",2018-03-20 11:07:00,2018-03-20 11:28:00
"245","Parametric Spectral Density Estimation in Atomic Force Microscopy",4,24,"Contributed",2018-03-20 11:07:00,2018-03-20 11:28:00
"246","Spatio-Temporal Noise Models for the Analysis of Functional Magnetic Resonance Imaging Data",1,3,"Invited",2018-03-20 11:28:00,2018-03-20 11:49:00
"247","Identifying Expression Quantitative Trait Loci in Genome-Wide Association Studies using Matrix eQTL",3,5,"Contributed",2018-03-20 11:28:00,2018-03-20 11:49:00
"248","A Bayesian Approach to Diagnosis of the Gaussian Random Field Assumption",1,3,"Contributed",2018-03-20 13:30:00,2018-03-20 13:50:00
"249","Parametric Functional Principal Component Analysis",2,26,"Invited",2018-03-20 13:30:00,2018-03-20 13:50:00
"250","Change Point Detection in Functional Time Series Models for Yield Curves",3,11,"Student",2018-03-20 13:30:00,2018-03-20 13:50:00
"251","From Brain to Hand to Statistics with Dynamic Smoothing",4,22,"Invited",2018-03-20 13:30:00,2018-03-20 13:50:00
"252","Detecting Adverse Drug Effects from Pharmacovigilance Databases",5,32,"Student",2018-03-20 13:30:00,2018-03-20 13:50:00
"253","Gosset at Guinness: How ‘Student’ Derived (and Checked) the Distribution of his z-statistic",6,23,"Student",2018-03-20 13:30:00,2018-03-20 13:50:00
"254","A Hierarchical Credibility Approach to Modeling Mortality Rates for Multiple Populations",7,38,"Invited",2018-03-20 13:30:00,2018-03-20 13:50:00
"255","Geo-Dependent Individual-Level Models for Infectious Diseases Transmission",1,3,"Contributed",2018-03-20 13:50:00,2018-03-20 14:10:00
"256","On the Bayesian Semi-Parametric Double Robustness Property",2,26,"Invited",2018-03-20 13:50:00,2018-03-20 14:10:00
"257","Continuous Models for Aggregated Spatio-Temporal Data in Practice",3,11,"Student",2018-03-20 13:50:00,2018-03-20 14:10:00
"258","Dynamic Treatment Regimes via Reward Ignorant Modelling",4,22,"Invited",2018-03-20 13:50:00,2018-03-20 14:10:00
"259","Incorporating Contact Network Uncertainty in Individual-Level Models of Infectious Disease using Approximate Bayesian Computation",5,32,"Contributed",2018-03-20 13:50:00,2018-03-20 14:10:00
"260","Approximations to Facilitate Data Assimilation for High Dimensional Dynamical Systems",6,23,"Student",2018-03-20 13:50:00,2018-03-20 14:10:00
"261","Copula Dependence Modeling for Multi-type Recurrent Events using Composite Likelihood",7,38,"Contributed",2018-03-20 13:50:00,2018-03-20 14:10:00
"262","A New Weighted Quantile Regression",1,3,"Contributed",2018-03-20 14:10:00,2018-03-20 14:30:00
"263","Scalar on Image Regression with Application to Multiple Sclerosis MRI Lesion Data.",2,26,"Invited",2018-03-20 14:10:00,2018-03-20 14:30:00
"264","Generative Mixture of Networks",3,11,"Invited",2018-03-20 14:10:00,2018-03-20 14:30:00
"265","Segmenting the Canadian Population to Remedy Non-Response in Statistics Canada Household Surveys",4,22,"Contributed",2018-03-20 14:10:00,2018-03-20 14:30:00
"266","Trajectory Modeling of Gestational Weight: a Functional Principal Component Analysis Approach",5,32,"Contributed",2018-03-20 14:10:00,2018-03-20 14:30:00
"267","Innovations in Sampling for Insecure and Data-Poor Environments",6,23,"Invited",2018-03-20 14:10:00,2018-03-20 14:30:00
"268","Modelling Bivariate Count Time Series with Extra Zeros",7,38,"Contributed",2018-03-20 14:10:00,2018-03-20 14:30:00
"269","Dependent Models for the Duration and Size of BC Fires",1,3,"Contributed",2018-03-20 14:30:00,2018-03-20 14:50:00
"270","Combatting Overfitting in Finite Mixture Models",2,26,"Contributed",2018-03-20 14:30:00,2018-03-20 14:50:00
"271","How to Brew your Beer Tour with Data Science",3,11,"Invited",2018-03-20 14:30:00,2018-03-20 14:50:00
"272","A Comparison of Mixture Modeling Approaches for Clustering Longitudinal Binary Data",4,22,"Contributed",2018-03-20 14:30:00,2018-03-20 14:50:00
"273","Estimation and Identification of Varying-Coefficient Additive Models for Locally Stationary Process",5,32,"Contributed",2018-03-20 14:30:00,2018-03-20 14:50:00
"274","Common-Factor Multivariate Stochastic Volatility Modeling with Observable Proxy",6,23,"Contributed",2018-03-20 14:30:00,2018-03-20 14:50:00
"275","Mode Detection in a Non-Stationary Environment",2,26,"Contributed",2018-03-20 14:50:00,2018-03-20 15:10:00
"276","Nonparametric Estimation in a Compound Mixture Model with Application to a Malaria Study",3,11,"Contributed",2018-03-20 14:50:00,2018-03-20 15:10:00
"277","Combining Multiple Samples through Density Ratio Models for More Efficient Estimation",4,22,"Contributed",2018-03-20 14:50:00,2018-03-20 15:10:00
"278","Predicting the Unpredictable: Severe Wildfire Risk Prediction in Canada",5,32,"Contributed",2018-03-20 14:50:00,2018-03-20 15:10:00
"279","Localized Quantile Regression of Realized Volatility",2,26,"Contributed",2018-03-20 15:10:00,2018-03-20 15:30:00
"280","Calibration of Measurements: An Extension of Classic Measurement Error Theory",3,11,"Contributed",2018-03-20 15:10:00,2018-03-20 15:30:00
"281","Parameter Estimation for PDEs Defined over Irregular Domains",4,22,"Contributed",2018-03-20 15:10:00,2018-03-20 15:30:00
"282","Deflation Risk and Implications for Life Insurers",2,26,"Contributed",2018-03-20 15:30:00,2018-03-20 15:50:00
"283","Benefits of Transformations in the Analysis of Health Utility Data",3,11,"Contributed",2018-03-20 15:30:00,2018-03-20 15:50:00
"284","A Unified Empirical Likelihood Approach to Testing MCAR and Subsequent Estimation",2,26,"Contributed",2018-03-20 15:50:00,2018-03-20 16:10:00
"285","Causal Inference with Measurement Error in Outcomes: Bias Analysis and Estimation Methods",3,11,"Contributed",2018-03-20 15:50:00,2018-03-20 16:10:00
"286","Component Selection and Estimation for Functional Semiparametric Additive Model",2,26,"Contributed",2018-03-20 16:10:00,2018-03-20 16:30:00
