"","Abstract","class","Cluster","Flags","StartTime","EndTime"
"205","On the Bayesian Semi-Parametric Double Robustness Property",1,11,"Invited",2018-03-20 09:01:00,2018-03-20 09:22:00
"206","Change-Point Detection in Time Series using Ordinal Patterns",2,8,"Student",2018-03-20 09:01:00,2018-03-20 09:22:00
"207","Spatial Quantile Regression Models for High-Dimensional Imaging Data",3,5,"Invited",2018-03-20 09:01:00,2018-03-20 09:22:00
"208","Flipping the Online Learning Environment",4,2,"Student",2018-03-20 09:01:00,2018-03-20 09:22:00
"209","Breaking the Myth of Breaking Randomization: A Causal Examination of Arm-Based Meta-Analysis",5,16,"Invited",2018-03-20 09:01:00,2018-03-20 09:22:00
"210","Balanced Imputation for Swiss Cheese Nonresponse",6,18,"Student",2018-03-20 09:01:00,2018-03-20 09:22:00
"211","Improved Estimation and Identification of Block-Exchangeable Dependence Structures",1,11,"Invited",2018-03-20 09:22:00,2018-03-20 09:43:00
"212","Functional Central Limit Theorems for Self-Normalized Processes with Statistical Applications",2,8,"Student",2018-03-20 09:22:00,2018-03-20 09:43:00
"213","Statistical Methodology on Human Microbiome Data Analysis",3,5,"Invited",2018-03-20 09:22:00,2018-03-20 09:43:00
"214","Gosset at Guinness: How ‘Student’ Derived (and Checked) the Distribution of his z-statistic",4,2,"Student",2018-03-20 09:22:00,2018-03-20 09:43:00
"215","Robust Estimation under Cellwise and Casewise Contamination",5,16,"Invited",2018-03-20 09:22:00,2018-03-20 09:43:00
"216","Non-response Follow-up for Business Surveys",6,18,"Invited",2018-03-20 09:22:00,2018-03-20 09:43:00
"217","Vine Copulas for Imputation of Monotone Non-response",1,11,"Invited",2018-03-20 09:43:00,2018-03-20 10:04:00
"218","Geostatistical Inference under Preferential Sampling",2,8,"Student",2018-03-20 09:43:00,2018-03-20 10:04:00
"219","Statistical Disclosure Control for Statistical Outputs: Where Do We Go From Here?",3,5,"Invited",2018-03-20 09:43:00,2018-03-20 10:04:00
"220","Designing and Launching a Professional Master’s Program in Data Science: Tales from the UBC Experience",4,2,"Student",2018-03-20 09:43:00,2018-03-20 10:04:00
"221","Correcting False Discovery Rates for their Bias Toward False Positives",5,16,"Invited",2018-03-20 09:43:00,2018-03-20 10:04:00
"222","Estimating the Population Size of Greater Victoria’s Injection Drug Users using Capture-Recapture Methods",6,18,"Invited",2018-03-20 09:43:00,2018-03-20 10:04:00
"223","Adaptive Functional Regression with Manifold Structures",1,11,"Invited",2018-03-20 10:04:00,2018-03-20 10:25:00
"224","G-estimation and Model Selection for Dynamic Treatment Regimes",2,8,"Invited",2018-03-20 10:04:00,2018-03-20 10:25:00
"225","Causal Inference from Big Data: Theoretical Foundations and the Data-Fusion Problem",3,5,"Invited",2018-03-20 10:04:00,2018-03-20 10:25:00
"226","Effectiveness of Gamification Feature in Introductory Statistics Course",4,2,"Student",2018-03-20 10:04:00,2018-03-20 10:25:00
"227","Statistical Methods for Synthesizing Evidence from Explanatory and Pragmatic trials",5,16,"Invited",2018-03-20 10:04:00,2018-03-20 10:25:00
"228","Quantile Regression with Nominated Samples",6,18,"Contributed",2018-03-20 10:04:00,2018-03-20 10:25:00
"229","A Potts Mixture Spatiotemporal Joint Model for Combined MEG and EEG Data",1,11,"Invited",2018-03-20 10:25:00,2018-03-20 10:46:00
"230","Practical Testing",2,8,"Invited",2018-03-20 10:25:00,2018-03-20 10:46:00
"231","Mapping Complex Traits, Rare Variants and Interaction via the Coalescent Process with Recombination ",3,5,"Invited",2018-03-20 10:25:00,2018-03-20 10:46:00
"232","Incorporating Simulation-Based Inference in an Introductory Statistics Course",4,2,"Invited",2018-03-20 10:25:00,2018-03-20 10:46:00
"233","The Relative Deviation from Predicted Values as a Tool to Prioritize Units for Failed Edit Follow-Up in IBSP",5,16,"Contributed",2018-03-20 10:25:00,2018-03-20 10:46:00
"234","Segmenting the Canadian Population to Remedy Non-Response in Statistics Canada Household Surveys",6,18,"Contributed",2018-03-20 10:25:00,2018-03-20 10:46:00
"235","Stochastic Correlation and Regulatory Capital",1,11,"Invited",2018-03-20 10:46:00,2018-03-20 11:07:00
"236","Dynamic Treatment Regimes via Reward Ignorant Modelling",2,8,"Invited",2018-03-20 10:46:00,2018-03-20 11:07:00
"237","How Best to Bridge the Gap between Statistics and Medical Practice",3,5,"Invited",2018-03-20 10:46:00,2018-03-20 11:07:00
"238","Automated Homework Generation and Grading with R",4,2,"Invited",2018-03-20 10:46:00,2018-03-20 11:07:00
"239","Incorporating Medians in Meta-Analysis",5,16,"Contributed",2018-03-20 10:46:00,2018-03-20 11:07:00
"240","Testing for Parallel Carryover Effects in Redundant Systems",1,11,"Contributed",2018-03-20 11:07:00,2018-03-20 11:28:00
"241","Model-Robust Designs for Generalized Linear Mixed Models with Possible Misspecification",2,8,"Invited",2018-03-20 11:07:00,2018-03-20 11:28:00
"242","A Robust Allele-based Regression Framework for Testing Association and Hardy-Weinberg Equilibrium",3,5,"Contributed",2018-03-20 11:07:00,2018-03-20 11:28:00
"243","Teaching the Statistical Investigation Process with Simulation-Based Inference to Improve Statistical Thinking",4,2,"Invited",2018-03-20 11:07:00,2018-03-20 11:28:00
"244","Empirical Eigenvalue Based Testing for Structural Breaks in Linear Factor Models",1,11,"Contributed",2018-03-20 11:28:00,2018-03-20 11:49:00
"245","Is All That Coffee I’m Drinking Hurting or Harming Me? Understanding Causality",2,8,"Invited",2018-03-20 11:28:00,2018-03-20 11:49:00
"246","A Multivariate Rare-Variant Association Test for Non-Normally Distributed Phenotypes",3,5,"Contributed",2018-03-20 11:28:00,2018-03-20 11:49:00
"247","Statistics, Science and Technology",4,2,"Invited",2018-03-20 11:28:00,2018-03-20 11:49:00
"248","Incorporating Contact Network Uncertainty in Individual-Level Models of Infectious Disease using Approximate Bayesian Computation",1,11,"Contributed",2018-03-20 13:30:00,2018-03-20 13:50:00
"249","Robust Hierarchical Bayes Small Area Estimation for Nested Error Regression Model",2,8,"Invited",2018-03-20 13:30:00,2018-03-20 13:50:00
"250","Calibration of Measurements: An Extension of Classic Measurement Error Theory",3,5,"Contributed",2018-03-20 13:30:00,2018-03-20 13:50:00
"251","What is Synthetic about Synthetic Datasets?",4,2,"Invited",2018-03-20 13:30:00,2018-03-20 13:50:00
"252","An Interval Censored MPR Survival Model",5,17,"Student",2018-03-20 13:30:00,2018-03-20 13:50:00
"253","How to tell when Association might be Causation",6,19,"Invited",2018-03-20 13:30:00,2018-03-20 13:50:00
"254","Block-Wise Descent Algorithms for Group Variable-selection in Quantile Regression",1,11,"Contributed",2018-03-20 13:50:00,2018-03-20 14:10:00
"255","Small Area Estimation with Covariate Measurement Error",2,8,"Invited",2018-03-20 13:50:00,2018-03-20 14:10:00
"256","On Convergence of Sample Correlation Matrices in High-Dimensional Data",3,5,"Contributed",2018-03-20 13:50:00,2018-03-20 14:10:00
"257","A More Dynamic Lab Experience: Implementation of Weekly Automated and Teaching Assistant Supported Lab Exercises to Increase Student Engagement through Small-Step Learning",4,2,"Invited",2018-03-20 13:50:00,2018-03-20 14:10:00
"258","Risk Classification and Prediction with Administrative Health Data",5,17,"Invited",2018-03-20 13:50:00,2018-03-20 14:10:00
"259","Joint Analysis of a Longitudinal Binary Outcome and Recurrent Events with Application to Cystic Fibrosis Outcomes",6,19,"Invited",2018-03-20 13:50:00,2018-03-20 14:10:00
"260","Geo-Dependent Individual-Level Models for Infectious Diseases Transmission",1,11,"Contributed",2018-03-20 14:10:00,2018-03-20 14:30:00
"261","Missing Data Mechanisms for Incomplete Longitudinal Observations in both Responses and Covariates",2,8,"Invited",2018-03-20 14:10:00,2018-03-20 14:30:00
"262","Reduced-Rank Singular Value Decomposition for Dimension Reduction with High-Dimensional Data",3,5,"Contributed",2018-03-20 14:10:00,2018-03-20 14:30:00
"263","The Status of Statistics Curricula in Canada",4,2,"Contributed",2018-03-20 14:10:00,2018-03-20 14:30:00
"264","Modelling Multi-Population Mortality Dependence with a Regime-Switching Copula",5,17,"Invited",2018-03-20 14:10:00,2018-03-20 14:30:00
"265","Scalar on Image Regression with Application to Multiple Sclerosis MRI Lesion Data.",6,19,"Invited",2018-03-20 14:10:00,2018-03-20 14:30:00
"266","Robust Discrimination Designs over Hellinger Neighbourhoods",1,11,"Contributed",2018-03-20 14:30:00,2018-03-20 14:50:00
"267","Robust Small Area Estimation in Generalized Linear Models",2,8,"Invited",2018-03-20 14:30:00,2018-03-20 14:50:00
"268","Benefits of Transformations in the Analysis of Health Utility Data",3,5,"Contributed",2018-03-20 14:30:00,2018-03-20 14:50:00
"269","Tall Tales vs Tall Tails: Rules of Thumb for Statistical Inference",4,2,"Contributed",2018-03-20 14:30:00,2018-03-20 14:50:00
"270","A Multi-State Model for a Life Insurance Product with Integrated Health Rewards Program",5,17,"Invited",2018-03-20 14:30:00,2018-03-20 14:50:00
"271","Seasonality in Influenza Mortality: Moving Beyond the Annual Cycle",6,19,"Contributed",2018-03-20 14:30:00,2018-03-20 14:50:00
"272","Generalized Bent-Cable Regression for Changepoint Data",1,11,"Contributed",2018-03-20 14:50:00,2018-03-20 15:10:00
"273","Achieving Higher Efficiency and Robustness in Longitudinal Studies with Dropout",2,8,"Invited",2018-03-20 14:50:00,2018-03-20 15:10:00
"274","Parameter Estimation for PDEs Defined over Irregular Domains",3,5,"Contributed",2018-03-20 14:50:00,2018-03-20 15:10:00
"275","Foldover Designs with Column Permutations",4,2,"Contributed",2018-03-20 14:50:00,2018-03-20 15:10:00
"276","A Hierarchical Credibility Approach to Modeling Mortality Rates for Multiple Populations",5,17,"Invited",2018-03-20 14:50:00,2018-03-20 15:10:00
"277","Statistical Modelling of Carbon Dioxide Flux Data",6,19,"Contributed",2018-03-20 14:50:00,2018-03-20 15:10:00
"278","Common-Factor Multivariate Stochastic Volatility Modeling with Observable Proxy",1,11,"Contributed",2018-03-20 15:10:00,2018-03-20 15:30:00
"279","Response Best Subset Selection Model and Efficient Estimation in Multivariate Linear Regression",2,8,"Contributed",2018-03-20 15:10:00,2018-03-20 15:30:00
"280","Nonparametric Estimation in a Compound Mixture Model with Application to a Malaria Study",5,17,"Contributed",2018-03-20 15:10:00,2018-03-20 15:30:00
"281","Tail Empirical Processes for Stochastic Volatility Models",1,11,"Contributed",2018-03-20 15:30:00,2018-03-20 15:50:00
"282","Optimal Designs for Estimating Parameters of the Bradley-Terry Model for Paired Comparisons",2,8,"Contributed",2018-03-20 15:30:00,2018-03-20 15:50:00
"283","Pareto-optimal Reinsurance with Two Constraints under Distortion Risk Measure",1,11,"Contributed",2018-03-20 15:50:00,2018-03-20 16:10:00
"284","Quantile and Expectile Regression for Random Effects Models",2,8,"Contributed",2018-03-20 15:50:00,2018-03-20 16:10:00
"285","A Convex Regression Approach to Pickands Dependence Function Estimation",1,11,"Contributed",2018-03-20 16:10:00,2018-03-20 16:30:00
"286","Motivating Introductory Statistics",2,8,"Contributed",2018-03-20 16:10:00,2018-03-20 16:30:00
