"","Abstract","class","Cluster","Flags","StartTime","EndTime"
"208","Segmenting the Canadian Population to Remedy Non-Response in Statistics Canada Household Surveys",3,1,"Contributed",2018-03-20 09:01:00,2018-03-20 09:22:00
"209","Parametric Spectral Density Estimation in Atomic Force Microscopy",4,25,"Contributed",2018-03-20 09:01:00,2018-03-20 09:22:00
"210","Comparison of Multivariate Classifiers in the Presence of Covariates in Repeated Measures Designs",5,27,"Student",2018-03-20 09:01:00,2018-03-20 09:22:00
"211","Improved Estimation and Identification of Block-Exchangeable Dependence Structures",6,19,"Invited",2018-03-20 09:01:00,2018-03-20 09:22:00
"212","Expanding the Predictive Ability of an Interpretable Tree",7,22,"Invited",2018-03-20 09:01:00,2018-03-20 09:22:00
"213","Modeling T-cell Trajectory Data using Hidden Markov Models",1,15,"Contributed",2018-03-20 09:22:00,2018-03-20 09:43:00
"214","Empirical Likelihood and Semiparametric Inference with Survey Data",2,3,"Contributed",2018-03-20 09:22:00,2018-03-20 09:43:00
"215","A Bayesian Approach for Pattern Detection in Extremely Small Sample Sizes: Application to Proteomic Cell Line Data of Human Leukemia",3,1,"Contributed",2018-03-20 09:22:00,2018-03-20 09:43:00
"216","Ordinal Regression for the Analysis of Health Utility Data",5,27,"Contributed",2018-03-20 09:22:00,2018-03-20 09:43:00
"217","How the Design of the New Zealand Health Survey Contributes to Informed Decision Making in Public Health Policy",6,19,"Invited",2018-03-20 09:22:00,2018-03-20 09:43:00
"218","Development of Quality Assurance Program for Jaundice Meter Management",7,22,"Contributed",2018-03-20 09:22:00,2018-03-20 09:43:00
"219","Analysis of Recurrent Events Data Based on Trend-Renewal Process",1,15,"Contributed",2018-03-20 09:43:00,2018-03-20 10:04:00
"220","Use of the Segmented Regression Analysis Approach to Adjust for Potential Confounders and Effect Modifiers when Evaluating Public Health Interventions",2,3,"Contributed",2018-03-20 09:43:00,2018-03-20 10:04:00
"221","The Collection Challenges of the 2016 Reverse Record Check Survey",3,1,"Contributed",2018-03-20 09:43:00,2018-03-20 10:04:00
"222","Empirical Eigenvalue Based Testing for Structural Breaks in Linear Factor Models",5,27,"Contributed",2018-03-20 09:43:00,2018-03-20 10:04:00
"223","How to Brew your Beer Tour with Data Science",6,19,"Invited",2018-03-20 09:43:00,2018-03-20 10:04:00
"224","Predicting the Unpredictable: Severe Wildfire Risk Prediction in Canada",7,22,"Contributed",2018-03-20 09:43:00,2018-03-20 10:04:00
"225","Joint Modelling of Count, Continuous and Semi-Continuous Longitudinal Data",1,15,"Contributed",2018-03-20 10:04:00,2018-03-20 10:25:00
"226","Seasonality in Influenza Mortality: Moving Beyond the Annual Cycle",2,3,"Contributed",2018-03-20 10:04:00,2018-03-20 10:25:00
"227","A Robust Allele-based Regression Framework for Testing Association and Hardy-Weinberg Equilibrium",5,27,"Contributed",2018-03-20 10:04:00,2018-03-20 10:25:00
"228","Archimedean Copulas through Multivariate Gamma Distributions",6,19,"Invited",2018-03-20 10:04:00,2018-03-20 10:25:00
"229","New approach to GIX/Geom/1 Queues involving Heavy-Tailed distributions",1,15,"Contributed",2018-03-20 10:25:00,2018-03-20 10:46:00
"230","Two Innovative Applications of Classification and Regression Trees",5,27,"Contributed",2018-03-20 10:25:00,2018-03-20 10:46:00
"231","Job Vacancy and Wage Survey: Balancing Sampling and Operational Requirements using the Cube Method",6,19,"Contributed",2018-03-20 10:25:00,2018-03-20 10:46:00
"232","Dependent Models for the Duration and Size of BC Fires",1,15,"Contributed",2018-03-20 10:46:00,2018-03-20 11:07:00
"233","Robust Discrimination Designs over Hellinger Neighbourhoods",5,27,"Contributed",2018-03-20 10:46:00,2018-03-20 11:07:00
"234","A Unified Empirical Likelihood Approach to Testing MCAR and Subsequent Estimation",6,19,"Contributed",2018-03-20 10:46:00,2018-03-20 11:07:00
"235","Quantile and Expectile Regression for Random Effects Models",5,27,"Contributed",2018-03-20 11:07:00,2018-03-20 11:28:00
"236","Trajectory Modeling of Gestational Weight: a Functional Principal Component Analysis Approach",5,27,"Contributed",2018-03-20 11:28:00,2018-03-20 11:49:00
"237","Group Variable Selection for Recurrent Event Data",1,21,"Student",2018-03-20 13:30:00,2018-03-20 13:50:00
"238","Hierarchical Models for Combining N-of-1 Trials",2,6,"Student",2018-03-20 13:30:00,2018-03-20 13:50:00
"239","Balanced Imputation for Swiss Cheese Nonresponse",3,5,"Student",2018-03-20 13:30:00,2018-03-20 13:50:00
"240","Geostatistical Inference under Preferential Sampling",4,29,"Student",2018-03-20 13:30:00,2018-03-20 13:50:00
"241","Analysis of Heterogeneous Lifetime Data with Measurement Error in Covariate",5,30,"Student",2018-03-20 13:30:00,2018-03-20 13:50:00
"242","Spatially Structured Sparseness in Bayesian Spatial Health Modeling",6,4,"Invited",2018-03-20 13:30:00,2018-03-20 13:50:00
"243","A Convex Regression Approach to Pickands Dependence Function Estimation",7,24,"Contributed",2018-03-20 13:30:00,2018-03-20 13:50:00
"244","Detecting Adverse Drug Effects from Pharmacovigilance Databases",1,21,"Student",2018-03-20 13:50:00,2018-03-20 14:10:00
"245","Analysis of Cluster-Randomized Trials with a Longitudinal Outcome Subject to Irregular Observation",2,6,"Student",2018-03-20 13:50:00,2018-03-20 14:10:00
"246","Estimating Cross-validatory Predictive P-values with Integrated Importance Sampling for Disease Mapping Models",3,5,"Invited",2018-03-20 13:50:00,2018-03-20 14:10:00
"247","Small Area Model Selection",4,29,"Invited",2018-03-20 13:50:00,2018-03-20 14:10:00
"248","A Self-Selecting Procedure for the Optimal Discretization of the Timeline for Longitudinal Causal Inference Methods with Electronic Health Data",5,30,"Student",2018-03-20 13:50:00,2018-03-20 14:10:00
"249","Ergodicity and Approximation of the Conditional Causation Probability of Engineering Systems",6,4,"Invited",2018-03-20 13:50:00,2018-03-20 14:10:00
"250","An Extended Compound Symmetry Model for High-dimensional Covariance Matrix Estimation",7,24,"Contributed",2018-03-20 13:50:00,2018-03-20 14:10:00
"251","Comparing Bayesian External and Internal Validation Methods in Correcting Outcome Misclassification Bias in Logistic Regression",1,21,"Invited",2018-03-20 14:10:00,2018-03-20 14:30:00
"252","Observational Analyses of Cluster-Randomized Trials",2,6,"Invited",2018-03-20 14:10:00,2018-03-20 14:30:00
"253","Simplified Variance Estimation in Surveys",3,5,"Invited",2018-03-20 14:10:00,2018-03-20 14:30:00
"254","On the Bayesian Semi-Parametric Double Robustness Property",4,29,"Invited",2018-03-20 14:10:00,2018-03-20 14:30:00
"255","Tree-Based Approaches for Personalized Risk Prediction with Longitudinal Biomarkers: An Application to Fetal Growth",5,30,"Invited",2018-03-20 14:10:00,2018-03-20 14:30:00
"256","A Dirichlet Regression Model for Compositional Data with Zeros",6,4,"Invited",2018-03-20 14:10:00,2018-03-20 14:30:00
"257","The Power of Simple Statistical Techniques in the Era of Big and Complex Data: Some Recent Examples from Genetic Association Studies",1,21,"Invited",2018-03-20 14:30:00,2018-03-20 14:50:00
"258","The Randomized Registry Trial — Opportunities, Challenges and Solutions ",2,6,"Invited",2018-03-20 14:30:00,2018-03-20 14:50:00
"259","Issues with Inference in Adaptive Optimal Design",3,5,"Invited",2018-03-20 14:30:00,2018-03-20 14:50:00
"260","Probability-Scale Residuals for Continuous, Discrete, and Censored Data",4,29,"Invited",2018-03-20 14:30:00,2018-03-20 14:50:00
"261","Joint Analysis of Longitudinal Zero-heavy Panel Count Outcomes with Application to Understanding Desistance from Criminal Activity",5,30,"Invited",2018-03-20 14:30:00,2018-03-20 14:50:00
"262","Importance Sampling Techniques for Single Index Models",6,4,"Contributed",2018-03-20 14:30:00,2018-03-20 14:50:00
"263","Confidence Estimating Functions for Data Integration",1,21,"Invited",2018-03-20 14:50:00,2018-03-20 15:10:00
"264","Breaking the Myth of Breaking Randomization: A Causal Examination of Arm-Based Meta-Analysis",2,6,"Invited",2018-03-20 14:50:00,2018-03-20 15:10:00
"265","Incorporating Auxiliary Information by Joint Modelling of Pseudo Data and Length Biased Data",3,5,"Contributed",2018-03-20 14:50:00,2018-03-20 15:10:00
"266","Spatio-Temporal Noise Models for the Analysis of Functional Magnetic Resonance Imaging Data",4,29,"Invited",2018-03-20 14:50:00,2018-03-20 15:10:00
"267","Incorporating Contact Network Uncertainty in Individual-Level Models of Infectious Disease using Approximate Bayesian Computation",5,30,"Contributed",2018-03-20 14:50:00,2018-03-20 15:10:00
"268","On the Moments and the Distribution of Aggregate Discounted Claims in a Markovian Environment",6,4,"Contributed",2018-03-20 14:50:00,2018-03-20 15:10:00
"269","Methods of Selecting a Person within a Household: Mailed Invitations for an Electronic Questionnaire",1,21,"Contributed",2018-03-20 15:10:00,2018-03-20 15:30:00
"270","Robust Estimation under Cellwise and Casewise Contamination",2,6,"Invited",2018-03-20 15:10:00,2018-03-20 15:30:00
"271","Revisiting Variance Decomposition when Independent Samples Intersect",3,5,"Contributed",2018-03-20 15:10:00,2018-03-20 15:30:00
"272","Copula Dependence Modeling for Multi-type Recurrent Events using Composite Likelihood",4,29,"Contributed",2018-03-20 15:10:00,2018-03-20 15:30:00
"273","Geo-Dependent Individual-Level Models for Infectious Diseases Transmission",5,30,"Contributed",2018-03-20 15:10:00,2018-03-20 15:30:00
"274","Testing for Parallel Carryover Effects in Redundant Systems",1,21,"Contributed",2018-03-20 15:30:00,2018-03-20 15:50:00
"275","Dynamic Treatment Regimes via Reward Ignorant Modelling",2,6,"Invited",2018-03-20 15:30:00,2018-03-20 15:50:00
"276","Combining Multiple Samples through Density Ratio Models for More Efficient Estimation",3,5,"Contributed",2018-03-20 15:30:00,2018-03-20 15:50:00
"277","Box-Cox Time Series",4,29,"Contributed",2018-03-20 15:30:00,2018-03-20 15:50:00
"278","Individual Level Modelling of Infectious Disease Data: EpiILM",5,30,"Contributed",2018-03-20 15:30:00,2018-03-20 15:50:00
"279","Measurement and Association Testing of 5-hydroxymethylcytosine (5hmC) Methylation",1,21,"Contributed",2018-03-20 15:50:00,2018-03-20 16:10:00
"280","Correcting False Discovery Rates for their Bias Toward False Positives",2,6,"Invited",2018-03-20 15:50:00,2018-03-20 16:10:00
"281","Multivariate Response-Dependent Two-Phase Sampling Designs",3,5,"Contributed",2018-03-20 15:50:00,2018-03-20 16:10:00
"282","A deep learning-based integrative analysis framework for molecular classification of breast cancer",4,29,"Contributed",2018-03-20 15:50:00,2018-03-20 16:10:00
"283","A Nonparametric Test for Detecting Periodicity in Time Series",1,21,"Contributed",2018-03-20 16:10:00,2018-03-20 16:30:00
"284","Statistical Methods for Synthesizing Evidence from Explanatory and Pragmatic trials",2,6,"Invited",2018-03-20 16:10:00,2018-03-20 16:30:00
"285","Foldover Designs with Column Permutations",3,5,"Contributed",2018-03-20 16:10:00,2018-03-20 16:30:00
"286","Computational Neuroscience: A Romance of Many Disciplines",4,29,"Contributed",2018-03-20 16:10:00,2018-03-20 16:30:00
