"","Abstract","class","Cluster","Flags","StartTime","EndTime"
"209","Revisiting Variance Decomposition when Independent Samples Intersect",3,19,"Contributed",2018-03-20 09:01:00,2018-03-20 09:22:00
"210","Statistical Methods for Synthesizing Evidence from Explanatory and Pragmatic trials",4,11,"Invited",2018-03-20 09:01:00,2018-03-20 09:22:00
"211","Modeling T-cell Trajectory Data using Hidden Markov Models",5,29,"Contributed",2018-03-20 09:01:00,2018-03-20 09:22:00
"212","A Relational Model for Predicting Farm-Level Crop Yield Distributions in the Absence of Farm-Level Data",6,15,"Student",2018-03-20 09:01:00,2018-03-20 09:22:00
"213","Correcting False Discovery Rates for their Bias Toward False Positives",7,8,"Invited",2018-03-20 09:01:00,2018-03-20 09:22:00
"214","Stochastic Correlation and Regulatory Capital",1,3,"Invited",2018-03-20 09:22:00,2018-03-20 09:43:00
"215","Benefits of Transformations in the Analysis of Health Utility Data",2,27,"Contributed",2018-03-20 09:22:00,2018-03-20 09:43:00
"216","Minimum Profile Hellinger Distance Estimation for Two-Class Location Models",3,19,"Contributed",2018-03-20 09:22:00,2018-03-20 09:43:00
"217","Registry-Based Randomized Controlled Trials: The Case for Explanatory-Pragmatic Continuum",4,11,"Invited",2018-03-20 09:22:00,2018-03-20 09:43:00
"218","Spatially Structured Sparseness in Bayesian Spatial Health Modeling",6,15,"Invited",2018-03-20 09:22:00,2018-03-20 09:43:00
"219","Joint Analysis of Longitudinal Zero-heavy Panel Count Outcomes with Application to Understanding Desistance from Criminal Activity",7,8,"Invited",2018-03-20 09:22:00,2018-03-20 09:43:00
"220","Expanding the Predictive Ability of an Interpretable Tree",1,3,"Invited",2018-03-20 09:43:00,2018-03-20 10:04:00
"221","Conditional Dependence Models under Covariate Measurement Error",2,27,"Contributed",2018-03-20 09:43:00,2018-03-20 10:04:00
"222","Tail Empirical Processes for Stochastic Volatility Models",3,19,"Contributed",2018-03-20 09:43:00,2018-03-20 10:04:00
"223","Modelling Multi-Population Mortality Dependence with a Regime-Switching Copula",6,15,"Invited",2018-03-20 09:43:00,2018-03-20 10:04:00
"224","Modelling Bivariate Count Time Series with Extra Zeros",7,8,"Contributed",2018-03-20 09:43:00,2018-03-20 10:04:00
"225","A Doubly Robust Estimator for Indirectly Standardized Mortality Ratios",1,3,"Contributed",2018-03-20 10:04:00,2018-03-20 10:25:00
"226","Causal Inference with Measurement Error in Outcomes: Bias Analysis and Estimation Methods",2,27,"Contributed",2018-03-20 10:04:00,2018-03-20 10:25:00
"227","Outlier Robust Estimation of the Total Private Cost of Payment Methods for Large Businesses",3,19,"Contributed",2018-03-20 10:04:00,2018-03-20 10:25:00
"228","Piecewise Linear Quantile Regression for Estimation of Ecological Breakpoints",6,15,"Contributed",2018-03-20 10:04:00,2018-03-20 10:25:00
"229","A Robust Allele-based Regression Framework for Testing Association and Hardy-Weinberg Equilibrium",1,3,"Contributed",2018-03-20 10:25:00,2018-03-20 10:46:00
"230","Should a Propensity Score be Super? A Comparison of Estimation Methods",2,27,"Contributed",2018-03-20 10:25:00,2018-03-20 10:46:00
"231","Modeling Recurrent Gap times Through Conditional GEE",3,19,"Contributed",2018-03-20 10:25:00,2018-03-20 10:46:00
"232","Dependent Models for the Duration and Size of BC Fires",6,15,"Contributed",2018-03-20 10:25:00,2018-03-20 10:46:00
"233","Non-regular Inference for Dynamic Weighted Ordinary Least Squares: Understanding the Impact of Solid Food Intake in Infancy on Childhood Weight",1,3,"Contributed",2018-03-20 10:46:00,2018-03-20 11:07:00
"234","Kernel-Based Causal Inference",2,27,"Contributed",2018-03-20 10:46:00,2018-03-20 11:07:00
"235","On Copula-Based Conditional Quantile Estimators",3,19,"Contributed",2018-03-20 10:46:00,2018-03-20 11:07:00
"236","Investigating the Impact of Design Characteristics on Statistical Efficiency within Discrete Choice Experiments: A Systematic Survey",1,3,"Contributed",2018-03-20 11:07:00,2018-03-20 11:28:00
"237","Localized Quantile Regression of Realized Volatility",2,27,"Contributed",2018-03-20 11:07:00,2018-03-20 11:28:00
"238","Calibration of Measurements: An Extension of Classic Measurement Error Theory",1,3,"Contributed",2018-03-20 11:28:00,2018-03-20 11:49:00
"239","A Unified Empirical Likelihood Approach to Testing MCAR and Subsequent Estimation",2,27,"Contributed",2018-03-20 11:28:00,2018-03-20 11:49:00
"240","Bayesian Sensitivity Analysis for Non-ignorable Missing Data in Longitudinal Studies",1,3,"Contributed",2018-03-20 13:30:00,2018-03-20 13:50:00
"241","A Novel Hidden Markov Model Approach for Differentially Methylated Region Identification in DNA Methylation Data",2,5,"Student",2018-03-20 13:30:00,2018-03-20 13:50:00
"242","Flipping the Online Learning Environment",3,1,"Student",2018-03-20 13:30:00,2018-03-20 13:50:00
"243","Comparing Bayesian External and Internal Validation Methods in Correcting Outcome Misclassification Bias in Logistic Regression",4,4,"Invited",2018-03-20 13:30:00,2018-03-20 13:50:00
"244","Effectiveness of Gamification Feature in Introductory Statistics Course",5,9,"Student",2018-03-20 13:30:00,2018-03-20 13:50:00
"245","Risk Measures Related to both the Information of an Individual Risk and Industry Risk",6,17,"Invited",2018-03-20 13:30:00,2018-03-20 13:50:00
"246","A Dirichlet Regression Model for Compositional Data with Zeros",7,24,"Invited",2018-03-20 13:30:00,2018-03-20 13:50:00
"247","Geo-Dependent Individual-Level Models for Infectious Diseases Transmission",1,3,"Contributed",2018-03-20 13:50:00,2018-03-20 14:10:00
"248","A Probabilistic-Based Approach for Clustering Sparse Single-Cell DNA Methylation Data",2,5,"Student",2018-03-20 13:50:00,2018-03-20 14:10:00
"249","Gosset at Guinness: How ‘Student’ Derived (and Checked) the Distribution of his z-statistic",3,1,"Student",2018-03-20 13:50:00,2018-03-20 14:10:00
"250","Ergodicity and Approximation of the Conditional Causation Probability of Engineering Systems",4,4,"Invited",2018-03-20 13:50:00,2018-03-20 14:10:00
"251","Geographic Topic Modelling to Predict Regional Beer Success",5,9,"Invited",2018-03-20 13:50:00,2018-03-20 14:10:00
"252","Properties of Risk Measures Inspired from the Ruin Probability, the Deficit at Ruin, and the Time of Ruin",6,17,"Invited",2018-03-20 13:50:00,2018-03-20 14:10:00
"253","Probability-Scale Residuals for Continuous, Discrete, and Censored Data",7,24,"Invited",2018-03-20 13:50:00,2018-03-20 14:10:00
"254","Analysis of Recurrent Events with Dynamic Models for Dependent Gap Times: A Copula Approach",1,3,"Contributed",2018-03-20 14:10:00,2018-03-20 14:30:00
"255","Towards More Reliable Neuroimaging-Based Biomarkers in Mental Illness: The Case of Schizophrenia Discrimination using fMRI Data",2,5,"Invited",2018-03-20 14:10:00,2018-03-20 14:30:00
"256","Designing and Launching a Professional Master’s Program in Data Science: Tales from the UBC Experience",3,1,"Student",2018-03-20 14:10:00,2018-03-20 14:30:00
"257","Some Asymptotic Results on Tree-based Survival Models",4,4,"Invited",2018-03-20 14:10:00,2018-03-20 14:30:00
"258","Educreations: Video Tools for Statistical Teaching",5,9,"Invited",2018-03-20 14:10:00,2018-03-20 14:30:00
"259","Block-Wise Descent Algorithms for Group Variable-selection in Quantile Regression",6,17,"Contributed",2018-03-20 14:10:00,2018-03-20 14:30:00
"260","Non-identifiable Interaction Models with Misclassification",1,3,"Contributed",2018-03-20 14:30:00,2018-03-20 14:50:00
"261","Statistical Methodology on Human Microbiome Data Analysis",2,5,"Invited",2018-03-20 14:30:00,2018-03-20 14:50:00
"262","Risk Classification and Prediction with Administrative Health Data",3,1,"Invited",2018-03-20 14:30:00,2018-03-20 14:50:00
"263","Joint Modeling of Longitudinal Proportional Measurements and Survival Times with a Cure Fraction",4,4,"Invited",2018-03-20 14:30:00,2018-03-20 14:50:00
"264","How to Brew your Beer Tour with Data Science",5,9,"Invited",2018-03-20 14:30:00,2018-03-20 14:50:00
"265","Constrained Mean-Variance Portfolio in a Market with Stochastic Volatility",6,17,"Contributed",2018-03-20 14:30:00,2018-03-20 14:50:00
"266","Joint Modelling of Count, Continuous and Semi-Continuous Longitudinal Data",1,3,"Contributed",2018-03-20 14:50:00,2018-03-20 15:10:00
"267","Mapping Complex Traits, Rare Variants and Interaction via the Coalescent Process with Recombination ",2,5,"Invited",2018-03-20 14:50:00,2018-03-20 15:10:00
"268","Measuring Cash and Payment Card Usage at the Point-of-Sale for Consumers and Merchants",3,1,"Invited",2018-03-20 14:50:00,2018-03-20 15:10:00
"269","Left-Truncated and Right-Censored Survival Data Analysis with Covariate Measurement Error",4,4,"Contributed",2018-03-20 14:50:00,2018-03-20 15:10:00
"270","Some Experiences From an Industry Collaboration",5,9,"Invited",2018-03-20 14:50:00,2018-03-20 15:10:00
"271","Pareto-optimal Reinsurance with Two Constraints under Distortion Risk Measure",6,17,"Contributed",2018-03-20 14:50:00,2018-03-20 15:10:00
"272","Scalar on Image Regression with Application to Multiple Sclerosis MRI Lesion Data.",2,5,"Invited",2018-03-20 15:10:00,2018-03-20 15:30:00
"273","Automated Homework Generation and Grading with R",3,1,"Invited",2018-03-20 15:10:00,2018-03-20 15:30:00
"274","Copula Dependence Modeling for Multi-type Recurrent Events using Composite Likelihood",4,4,"Contributed",2018-03-20 15:10:00,2018-03-20 15:30:00
"275","The Silicon Valley Wage Cartel: Understanding its Effects on the Regional Labour Market with Dynamic Networks",5,9,"Invited",2018-03-20 15:10:00,2018-03-20 15:30:00
"276","An Ancestral Tree-Based Approach to Detect Rare and Common Variants",2,5,"Invited",2018-03-20 15:30:00,2018-03-20 15:50:00
"277","Data Science Programs at the University of Waterloo",3,1,"Invited",2018-03-20 15:30:00,2018-03-20 15:50:00
"278","Ordinal Regression for the Analysis of Health Utility Data",4,4,"Contributed",2018-03-20 15:30:00,2018-03-20 15:50:00
"279","Statistical Modelling of Spot Fires in Forest Fire Control",5,9,"Contributed",2018-03-20 15:30:00,2018-03-20 15:50:00
"280","Spatio-Temporal Noise Models for the Analysis of Functional Magnetic Resonance Imaging Data",2,5,"Invited",2018-03-20 15:50:00,2018-03-20 16:10:00
"281","Reflections on Interactions with Industry",3,1,"Invited",2018-03-20 15:50:00,2018-03-20 16:10:00
"282","Analysis of Recurrent Events Data Based on Trend-Renewal Process",4,4,"Contributed",2018-03-20 15:50:00,2018-03-20 16:10:00
"283","Building a Basketball Analytics Startup as a Statistics Student",5,9,"Contributed",2018-03-20 15:50:00,2018-03-20 16:10:00
"284","Challenges and Strategies for Inference on a Stochastic Multi-Pathogen Model of Disease Dynamics in San Luis Potosi, Mexico ",2,5,"Invited",2018-03-20 16:10:00,2018-03-20 16:30:00
"285","A More Dynamic Lab Experience: Implementation of Weekly Automated and Teaching Assistant Supported Lab Exercises to Increase Student Engagement through Small-Step Learning",3,1,"Invited",2018-03-20 16:10:00,2018-03-20 16:30:00
"286","Progressively Type-II Censored Competing Risks Data from the Linear Exponential Distribution",4,4,"Contributed",2018-03-20 16:10:00,2018-03-20 16:30:00
